user_id,category,total_tweets,relevant_tweets,interest_percent,suggested
107241204,WOMEN,100,37,37,yes
2147483647,OLD,75,2,2.66667,no
1402787382,WOMEN,97,7,7.2165,no
314186020,OLD,86,6,6.97674,no
2147483647,OLD,100,1,1,no
2147483647,animals,93,3,3.22581,no
28586269,animals,100,5,5,no
1056239870,OLD,93,4,4.30107,no
2147483647,OLD,47,4,8.51064,yes
2147483647,WOMEN,100,9,9,no
2147483647,WOMEN,96,14,14.5833,yes
343898124,OLD,88,7,7.95455,yes
2147483647,WOMEN,100,8,8,no
2147483647,WOMEN,98,4,4.08163,no
2147483647,OLD,88,4,4.54545,no
634296440,OLD,100,2,2,no
2147483647,animals,83,1,1.20482,no
28680677,WOMEN,73,3,4.10959,no
2147483647,WOMEN,99,14,14.1414,yes
2147483647,OLD,100,1,1,no
2147483647,OLD,100,4,4,no
250958387,WOMEN,92,9,9.78261,yes
31429798,OLD,99,5,5.05051,no
465207367,OLD,94,12,12.766,yes
2147483647,OLD,81,2,2.46914,no
2147483647,OLD,86,3,3.48837,no
38693801,WOMEN,98,7,7.14286,no
2147483647,WOMEN,63,8,12.6984,yes
2147483647,CHILD,100,6,6,no
896103194,animals,99,8,8.08081,no
785724019,OLD,89,5,5.61798,no
365423273,WOMEN,94,13,13.8298,yes
567012408,OLD,100,8,8,yes
344541435,animals,99,43,43.4343,yes
24247106,OLD,138,5,3.62319,no
24247106,WOMEN,138,6,4.34783,no
40293292,WOMEN,95,3,3.15789,no
16614212,WOMEN,62,3,4.83871,no
282694449,WOMEN,72,4,5.55556,no
2147483647,WOMEN,100,11,11,yes
33428447,WOMEN,87,13,14.9425,yes
18657069,OLD,95,6,6.31579,no
19877000,OLD,93,15,16.129,yes
1712778943,OLD,80,3,3.75,no
2147483647,WOMEN,99,15,15.1515,yes
1519422176,animals,61,3,4.91803,no
400741515,WOMEN,86,11,12.7907,yes
2147483647,WOMEN,55,3,5.45455,no
282766860,WOMEN,95,2,2.10526,no
2147483647,OLD,100,15,15,yes
16665264,OLD,69,5,7.24638,no
1597675903,OLD,100,5,5,no
228885816,WOMEN,64,8,12.5,yes
1854655627,animals,99,22,22.2222,yes
2147483647,OLD,73,5,6.84932,no
120620583,OLD,97,13,13.4021,yes
1177632823,WOMEN,91,14,15.3846,yes
1169554447,OLD,99,5,5.05051,no
2147483647,WOMEN,97,4,4.12371,no
331982056,OLD,90,7,7.77778,no
410135192,OLD,100,10,10,yes
2147483647,OLD,98,3,3.06122,no
149832466,animals,98,7,7.14286,no
1692180258,WOMEN,72,6,8.33333,no
2147483647,animals,44,2,4.54545,no
2147483647,HEALTH,61,8,13.1148,yes
302352955,WOMEN,77,7,9.09091,no
1904505146,WOMEN,86,2,2.32558,no
2147483647,CHILD,96,11,11.4583,yes
1152255720,animals,95,5,5.26316,no
542840970,OLD,69,3,4.34783,no
1383665083,WOMEN,86,14,16.2791,yes
136224260,OLD,99,17,17.1717,yes
59758079,OLD,73,7,9.58904,yes
635047193,HEALTH,71,8,11.2676,yes
305736905,OLD,95,4,4.21053,no
370269865,OLD,84,6,7.14286,no
2147483647,OLD,62,1,1.6129,no
484453775,OLD,98,11,11.2245,yes
2147483647,OLD,89,5,5.61798,no
20252569,OLD,88,6,6.81818,no
277079207,WOMEN,76,8,10.5263,yes
1260481831,WOMEN,29,5,17.2414,yes
2147483647,WOMEN,90,4,4.44444,no
377455916,animals,164,22,13.4146,yes
140009550,WOMEN,66,10,15.1515,yes
55242766,OLD,58,7,12.069,yes
91676743,CHILD,96,15,15.625,yes
29997206,WOMEN,85,15,17.6471,yes
2147483647,WOMEN,77,8,10.3896,yes
232429947,animals,100,7,7,no
2147483647,OLD,100,2,2,no
2147483647,OLD,100,14,14,yes
2147483647,animals,100,6,6,no
2147483647,OLD,89,2,2.24719,no
125814061,OLD,100,8,8,yes
2147483647,animals,94,5,5.31915,no
123737561,WOMEN,100,18,18,yes
2147483647,CHILD,89,12,13.4831,yes
2147483647,OLD,73,14,19.1781,yes
1035919266,WOMEN,97,13,13.4021,yes
2147483647,WOMEN,91,12,13.1868,yes
475392496,WOMEN,100,8,8,no
2147483647,WOMEN,88,4,4.54545,no
516102158,OLD,87,4,4.5977,no
32344636,animals,99,11,11.1111,yes
2147483647,OLD,100,10,10,yes
2147483647,WOMEN,83,8,9.63855,yes
1549362066,OLD,99,9,9.09091,yes
102101504,WOMEN,100,2,2,no
64703161,OLD,97,16,16.4948,yes
565682158,OLD,93,5,5.37634,no
178916281,WOMEN,80,3,3.75,no
619593373,OLD,67,5,7.46269,no
2147483647,WOMEN,86,3,3.48837,no
472436049,animals,88,4,4.54545,no
2147483647,animals,41,2,4.87805,no
1498670022,OLD,186,30,16.129,yes
776800982,OLD,100,1,1,no
2147483647,OLD,100,12,12,yes
364110594,OLD,100,10,10,yes
2147483647,animals,100,9,9,no
2147483647,CHILD,50,1,2,no
2147483647,WOMEN,97,6,6.18557,no
2147483647,HEALTH,90,8,8.88889,yes
2147483647,WOMEN,83,13,15.6627,yes
231820645,OLD,96,15,15.625,yes
2147483647,WOMEN,95,3,3.15789,no
48406479,OLD,96,5,5.20833,no
17012466,OLD,92,16,17.3913,yes
2147483647,OLD,66,8,12.1212,yes
142835169,OLD,60,5,8.33333,yes
73565521,HEALTH,94,13,13.8298,yes
89231038,animals,188,14,7.44681,no
2147483647,CHILD,97,8,8.24742,no
26376339,WOMEN,99,15,15.1515,yes
617259829,CHILD,100,16,16,yes
2147483647,animals,196,15,7.65306,no
56486104,OLD,73,7,9.58904,yes
2147483647,OLD,71,5,7.04225,no
1934829006,OLD,85,6,7.05882,no
28861341,OLD,97,6,6.18557,no
578511137,WOMEN,98,11,11.2245,yes
1404087277,OLD,90,5,5.55556,no
286694502,OLD,82,5,6.09756,no
325123441,OLD,99,4,4.0404,no
297056580,OLD,23,1,4.34783,no
2147483647,WOMEN,99,4,4.0404,no
567697694,CHILD,82,10,12.1951,yes
2147483647,OLD,85,8,9.41177,yes
750671252,OLD,100,4,4,no
230052576,WOMEN,96,6,6.25,no
2147483647,WOMEN,89,9,10.1124,yes
2147483647,OLD,99,9,9.09091,yes
2147483647,WOMEN,100,4,4,no
2147483647,HEALTH,73,5,6.84932,no
417337909,WOMEN,94,11,11.7021,yes
2147483647,OLD,100,3,3,no
31401178,WOMEN,76,7,9.21053,yes
1400129646,OLD,200,46,23,yes
2147483647,OLD,99,11,11.1111,yes
20267689,WOMEN,97,11,11.3402,yes
2147483647,animals,99,6,6.06061,no
1697383021,OLD,100,8,8,yes
33280041,OLD,99,12,12.1212,yes
2147483647,WOMEN,100,6,6,no
2147483647,OLD,2,1,50,yes
57899591,OLD,100,6,6,no
2147483647,animals,56,3,5.35714,no
1532069347,OLD,80,1,1.25,no
2147483647,OLD,79,4,5.06329,no
1941537866,WOMEN,99,9,9.09091,no
199886612,OLD,41,5,12.1951,yes
2147483647,OLD,95,5,5.26316,no
2147483647,animals,2,1,50,yes
156916860,animals,99,3,3.0303,no
363277124,OLD,93,4,4.30107,no
2147483647,WOMEN,35,2,5.71429,no
617832247,OLD,80,6,7.5,no
1045136112,WOMEN,93,10,10.7527,yes
33381934,WOMEN,32,1,3.125,no
2147483647,WOMEN,97,4,4.12371,no
2147483647,OLD,100,8,8,yes
2147483647,WOMEN,95,3,3.15789,no
487812528,animals,94,2,2.12766,no
2147483647,OLD,100,2,2,no
286461049,OLD,100,4,4,no
1924976712,OLD,114,4,3.50877,no
19388523,OLD,96,5,5.20833,no
2147483647,OLD,99,3,3.0303,no
60129156,WOMEN,74,4,5.40541,no
559166352,WOMEN,96,13,13.5417,yes
2147483647,OLD,92,4,4.34783,no
261362064,WOMEN,45,5,11.1111,yes
18294600,animals,88,8,9.09091,no
2147483647,OLD,100,8,8,yes
750705506,OLD,100,4,4,no
1575082164,OLD,100,4,4,no
2147483647,WOMEN,96,7,7.29167,no
21952586,animals,62,8,12.9032,yes
429184026,animals,200,18,9,no
840404190,OLD,66,2,3.0303,no
2147483647,WOMEN,100,3,3,no
18927538,WOMEN,100,16,16,yes
503591635,OLD,100,1,1,no
2147483647,WOMEN,83,2,2.40964,no
1202953147,OLD,98,3,3.06122,no
2147483647,HEALTH,100,4,4,no
144915260,OLD,100,2,2,no
317270836,WOMEN,98,1,1.02041,no
983919480,OLD,65,4,6.15385,no
418113603,WOMEN,88,2,2.27273,no
404388178,OLD,20,2,10,yes
2147483647,animals,99,11,11.1111,yes
2147483647,WOMEN,99,10,10.101,yes
904198290,OLD,100,60,60,yes
2147483647,WOMEN,100,8,8,no
153652809,OLD,93,3,3.22581,no
22607099,animals,100,23,23,yes
2147483647,OLD,91,2,2.1978,no
2147483647,animals,97,7,7.2165,no
458059745,WOMEN,50,8,16,yes
730697665,OLD,94,5,5.31915,no
353671743,HEALTH,93,2,2.15054,no
2147483647,WOMEN,65,6,9.23077,yes
440107833,WOMEN,80,5,6.25,no
376894411,OLD,99,9,9.09091,yes
2147483647,animals,95,4,4.21053,no
2147483647,OLD,95,1,1.05263,no
570481698,WOMEN,94,9,9.57447,yes
249154790,animals,68,32,47.0588,yes
2147483647,WOMEN,100,20,20,yes
2147483647,animals,49,1,2.04082,no
934696339,OLD,93,2,2.15054,no
2147483647,OLD,99,9,9.09091,yes
184141457,OLD,100,12,12,yes
311984941,WOMEN,100,16,16,yes
2147483647,OLD,39,2,5.12821,no
286569722,WOMEN,100,7,7,no
497241406,WOMEN,100,14,14,yes
56253093,OLD,86,7,8.13953,yes
2147483647,OLD,78,6,7.69231,no
519522666,WOMEN,97,13,13.4021,yes
1399559654,WOMEN,96,9,9.375,yes
2147483647,animals,291,36,12.3711,yes
55628042,OLD,91,8,8.79121,yes
526739055,OLD,99,5,5.05051,no
2147483647,OLD,73,3,4.10959,no
507531290,animals,148,16,10.8108,yes
2147483647,animals,70,4,5.71429,no
2147483647,OLD,77,1,1.2987,no
2147483647,OLD,89,11,12.3596,yes
1310909882,animals,47,2,4.25532,no
2147483647,HEALTH,100,6,6,no
1191193128,OLD,99,5,5.05051,no
217158002,OLD,83,1,1.20482,no
2147483647,animals,99,11,11.1111,yes
173646509,WOMEN,100,11,11,yes
1514639766,animals,97,2,2.06186,no
35013862,WOMEN,100,5,5,no
625910630,CHILD,92,8,8.69565,no
2147483647,WOMEN,97,3,3.09278,no
2147483647,CHILD,100,6,6,no
36357308,HEALTH,99,4,4.0404,no
95053140,WOMEN,87,13,14.9425,yes
1517601012,WOMEN,90,9,10,yes
2147483647,WOMEN,97,6,6.18557,no
2147483647,WOMEN,35,5,14.2857,yes
2147483647,OLD,32,4,12.5,yes
2147483647,animals,98,9,9.18367,no
93602133,OLD,90,7,7.77778,no
2147483647,OLD,100,5,5,no
1597651982,OLD,96,6,6.25,no
2147483647,animals,99,6,6.06061,no
2147483647,WOMEN,99,12,12.1212,yes
362697923,WOMEN,99,6,6.06061,no
374758127,HEALTH,100,6,6,no
2147483647,animals,196,22,11.2245,yes
187332667,WOMEN,94,7,7.44681,no
612367076,OLD,83,4,4.81928,no
819934729,animals,100,1,1,no
197488005,WOMEN,96,3,3.125,no
2147483647,animals,100,13,13,yes
2147483647,OLD,100,2,2,no
339149210,HEALTH,17,1,5.88235,no
2147483647,OLD,100,3,3,no
716704783,WOMEN,61,4,6.55738,no
43215603,OLD,99,5,5.05051,no
2147483647,WOMEN,73,8,10.9589,yes
352642463,OLD,97,7,7.2165,no
2147483647,HEALTH,100,32,32,yes
429523864,WOMEN,100,3,3,no
2147483647,animals,96,8,8.33333,no
2147483647,OLD,77,2,2.5974,no
25060935,CHILD,99,15,15.1515,yes
172308461,OLD,91,7,7.69231,no
2147483647,WOMEN,100,2,2,no
236101799,WOMEN,83,7,8.43373,no
614101146,WOMEN,92,4,4.34783,no
1059129259,OLD,49,3,6.12245,no
1195448185,OLD,89,4,4.49438,no
2147483647,WOMEN,98,4,4.08163,no
2147483647,OLD,60,7,11.6667,yes
547958207,animals,94,13,13.8298,yes
157674048,WOMEN,31,3,9.67742,yes
137925469,WOMEN,82,10,12.1951,yes
17164974,OLD,99,8,8.08081,yes
2147483647,OLD,100,1,1,no
2147483647,WOMEN,100,7,7,no
458180279,OLD,74,4,5.40541,no
584298474,HEALTH,97,8,8.24742,yes
2147483647,OLD,94,8,8.51064,yes
68489753,HEALTH,98,7,7.14286,yes
1522937402,OLD,99,7,7.07071,no
1579424076,OLD,88,11,12.5,yes
545267309,OLD,97,3,3.09278,no
2147483647,OLD,100,10,10,yes
2147483647,WOMEN,100,10,10,yes
2147483647,OLD,182,2,1.0989,no
2147483647,HEALTH,100,3,3,no
413276035,WOMEN,100,8,8,no
2147483647,OLD,100,1,1,no
526963902,OLD,98,5,5.10204,no
1849002602,OLD,92,6,6.52174,no
156209117,animals,89,8,8.98876,no
2147483647,WOMEN,87,10,11.4943,yes
2147483647,OLD,58,2,3.44828,no
2147483647,animals,97,1,1.03093,no
260096049,WOMEN,100,2,2,no
2147483647,animals,100,1,1,no
2147483647,WOMEN,100,5,5,no
906212797,OLD,97,2,2.06186,no
423143073,WOMEN,83,5,6.0241,no
308858531,animals,97,7,7.2165,no
2147483647,HEALTH,100,7,7,no
2147483647,animals,100,15,15,yes
2147483647,OLD,176,36,20.4545,yes
959827207,animals,96,6,6.25,no
325164172,OLD,60,6,10,yes
2147483647,OLD,100,7,7,no
2147483647,OLD,21,3,14.2857,yes
350352490,animals,200,22,11,yes
52541787,OLD,91,4,4.3956,no
419802616,WOMEN,90,3,3.33333,no
2147483647,WOMEN,81,8,9.87654,yes
1016396174,WOMEN,100,2,2,no
164969574,WOMEN,89,4,4.49438,no
703947798,animals,263,16,6.08365,no
555833442,OLD,96,9,9.375,yes
2147483647,WOMEN,99,7,7.07071,no
2147483647,OLD,99,13,13.1313,yes
2147483647,WOMEN,99,6,6.06061,no
27391320,WOMEN,85,12,14.1176,yes
2147483647,CHILD,100,16,16,yes
949131139,animals,100,6,6,no
2147483647,OLD,83,6,7.22892,no
499772938,OLD,100,8,8,yes
2147483647,OLD,98,1,1.02041,no
2147483647,animals,81,12,14.8148,yes
2147483647,OLD,93,9,9.67742,yes
17675580,OLD,83,7,8.43373,yes
1329004334,WOMEN,100,5,5,no
236170649,animals,198,9,4.54545,no
236170649,WOMEN,198,9,4.54545,no
316927760,animals,68,6,8.82353,no
206290635,OLD,85,9,10.5882,yes
14549981,CHILD,75,4,5.33333,no
1325228586,CHILD,81,11,13.5802,yes
2147483647,OLD,92,4,4.34783,no
94726573,WOMEN,69,2,2.89855,no
2147483647,WOMEN,170,60,35.2941,yes
22106715,animals,32,5,15.625,yes
1228382606,WOMEN,96,5,5.20833,no
1642076802,WOMEN,99,2,2.0202,no
2147483647,OLD,99,5,5.05051,no
46999483,animals,100,1,1,no
2147483647,OLD,100,9,9,yes
2147483647,OLD,100,2,2,no
825217296,OLD,100,5,5,no
153955597,WOMEN,100,8,8,no
2147483647,CHILD,79,3,3.79747,no
151727208,OLD,67,8,11.9403,yes
2147483647,OLD,100,10,10,yes
877969231,animals,83,1,1.20482,no
461255612,animals,100,3,3,no
1648045710,OLD,16,1,6.25,no
872632302,WOMEN,93,7,7.52688,no
2147483647,OLD,100,4,4,no
46398579,animals,97,8,8.24742,no
2147483647,WOMEN,100,5,5,no
2147483647,animals,96,20,20.8333,yes
119831720,HEALTH,95,6,6.31579,no
622423872,WOMEN,84,11,13.0952,yes
16959789,WOMEN,100,1,1,no
1060149252,WOMEN,100,11,11,yes
2147483647,WOMEN,100,8,8,no
2147483647,WOMEN,95,7,7.36842,no
2147483647,animals,96,2,2.08333,no
2147483647,WOMEN,100,5,5,no
21294257,WOMEN,100,5,5,no
152870557,OLD,100,6,6,no
2147483647,WOMEN,93,10,10.7527,yes
60744705,OLD,100,9,9,yes
169872804,WOMEN,81,7,8.64198,no
333550143,CHILD,89,7,7.86517,no
2147483647,OLD,59,8,13.5593,yes
2147483647,HEALTH,85,26,30.5882,yes
2147483647,WOMEN,69,3,4.34783,no
305552470,OLD,40,4,10,yes
1548555824,OLD,76,3,3.94737,no
332796758,HEALTH,92,14,15.2174,yes
1263467460,animals,96,5,5.20833,no
58182824,OLD,100,17,17,yes
2147483647,OLD,100,2,2,no
332859680,WOMEN,99,7,7.07071,no
2147483647,animals,93,7,7.52688,no
2147483647,OLD,85,15,17.6471,yes
2147483647,WOMEN,100,4,4,no
1621075399,OLD,78,17,21.7949,yes
2147483647,OLD,93,6,6.45161,no
2147483647,OLD,92,11,11.9565,yes
83725938,OLD,82,1,1.21951,no
2147483647,animals,94,1,1.06383,no
2147483647,animals,200,10,5,no
222519677,OLD,88,3,3.40909,no
2147483647,WOMEN,61,2,3.27869,no
2147483647,OLD,95,11,11.5789,yes
2147483647,animals,100,5,5,no
95943061,HEALTH,100,9,9,yes
2147483647,WOMEN,87,6,6.89655,no
2147483647,OLD,98,3,3.06122,no
15315461,WOMEN,84,13,15.4762,yes
2147483647,OLD,61,10,16.3934,yes
884907577,WOMEN,96,6,6.25,no
55113432,OLD,86,2,2.32558,no
34493217,animals,96,7,7.29167,no
2147483647,OLD,82,6,7.31707,no
339268508,CHILD,100,8,8,no
885412981,OLD,91,10,10.989,yes
2147483647,WOMEN,91,1,1.0989,no
105833144,WOMEN,99,12,12.1212,yes
2147483647,animals,67,11,16.4179,yes
2147483647,CHILD,100,12,12,yes
2147483647,OLD,81,7,8.64198,yes
1297593913,WOMEN,94,4,4.25532,no
84215973,OLD,100,5,5,no
182439729,WOMEN,72,10,13.8889,yes
20190740,animals,89,4,4.49438,no
240332143,animals,35,2,5.71429,no
258829669,OLD,99,2,2.0202,no
74149816,animals,83,11,13.253,yes
2147483647,OLD,100,4,4,no
2147483647,OLD,97,9,9.27835,yes
1371177764,OLD,99,10,10.101,yes
1458071780,WOMEN,74,7,9.45946,yes
2147483647,animals,100,4,4,no
852050894,animals,99,8,8.08081,no
103532592,WOMEN,4,1,25,yes
16465370,WOMEN,76,5,6.57895,no
432064754,OLD,89,8,8.98876,yes
2147483647,WOMEN,100,7,7,no
2147483647,animals,74,4,5.40541,no
2147483647,OLD,18,5,27.7778,yes
2147483647,CHILD,100,11,11,yes
2147483647,OLD,85,2,2.35294,no
900089718,animals,86,6,6.97674,no
2147483647,animals,53,3,5.66038,no
147502396,OLD,87,11,12.6437,yes
251916584,HEALTH,81,3,3.7037,no
1149738559,HEALTH,98,11,11.2245,yes
8409042,OLD,99,3,3.0303,no
27308120,OLD,93,10,10.7527,yes
2147483647,OLD,98,26,26.5306,yes
2147483647,WOMEN,89,11,12.3596,yes
2147483647,WOMEN,89,1,1.1236,no
16280507,animals,70,13,18.5714,yes
2147483647,animals,92,7,7.6087,no
225074758,WOMEN,96,8,8.33333,no
1104780144,OLD,97,6,6.18557,no
2147483647,WOMEN,90,3,3.33333,no
2147483647,OLD,200,5,2.5,no
1615016696,OLD,99,7,7.07071,no
276685009,animals,30,2,6.66667,no
2147483647,WOMEN,100,6,6,no
2147483647,WOMEN,86,9,10.4651,yes
205977156,OLD,100,3,3,no
1583305710,WOMEN,98,12,12.2449,yes
725545759,OLD,82,8,9.7561,yes
2147483647,HEALTH,91,4,4.3956,no
1373464926,CHILD,98,5,5.10204,no
2147483647,WOMEN,93,10,10.7527,yes
601991369,OLD,98,9,9.18367,yes
564145599,OLD,99,3,3.0303,no
465844500,OLD,59,3,5.08475,no
23646094,WOMEN,83,7,8.43373,no
1479388945,WOMEN,100,16,16,yes
2147483647,OLD,66,3,4.54545,no
264615319,CHILD,78,5,6.41026,no
590193723,CHILD,88,7,7.95455,no
2147483647,OLD,53,3,5.66038,no
2147483647,OLD,95,8,8.42105,yes
302182787,OLD,80,6,7.5,no
2147483647,OLD,71,2,2.8169,no
2147483647,WOMEN,99,3,3.0303,no
143463357,OLD,97,6,6.18557,no
2147483647,WOMEN,27,1,3.7037,no
1264720177,WOMEN,98,4,4.08163,no
1025212436,animals,73,5,6.84932,no
347577750,WOMEN,86,9,10.4651,yes
2147483647,animals,56,3,5.35714,no
2147483647,OLD,92,5,5.43478,no
2147483647,OLD,100,2,2,no
2147483647,WOMEN,100,8,8,no
2147483647,OLD,89,4,4.49438,no
60823159,WOMEN,38,3,7.89474,no
38027424,animals,97,18,18.5567,yes
1714025011,OLD,50,6,12,yes
222512809,HEALTH,89,8,8.98876,yes
341032006,OLD,92,9,9.78261,yes
15197775,OLD,75,9,12,yes
2147483647,animals,34,8,23.5294,yes
2147483647,OLD,100,4,4,no
2147483647,OLD,100,2,2,no
2147483647,HEALTH,100,9,9,yes
2147483647,animals,92,4,4.34783,no
2147483647,OLD,94,12,12.766,yes
489126933,OLD,36,5,13.8889,yes
258670333,WOMEN,92,8,8.69565,no
111497463,OLD,93,3,3.22581,no
892062540,animals,100,2,2,no
316606061,OLD,100,20,20,yes
363299031,OLD,32,3,9.375,yes
1474225136,WOMEN,95,10,10.5263,yes
89441466,animals,100,3,3,no
2147483647,HEALTH,100,3,3,no
25097371,OLD,99,5,5.05051,no
2147483647,WOMEN,92,5,5.43478,no
337117790,WOMEN,33,3,9.09091,no
2147483647,OLD,78,1,1.28205,no
281038510,WOMEN,100,7,7,no
2147483647,WOMEN,82,11,13.4146,yes
2147483647,WOMEN,100,7,7,no
2147483647,WOMEN,100,5,5,no
2147483647,OLD,100,9,9,yes
85707065,WOMEN,98,11,11.2245,yes
2147483647,OLD,80,5,6.25,no
2147483647,WOMEN,61,1,1.63934,no
2147483647,WOMEN,100,5,5,no
2147483647,OLD,100,11,11,yes
2147483647,OLD,93,4,4.30107,no
41767005,OLD,62,4,6.45161,no
2147483647,OLD,100,3,3,no
396731753,OLD,98,11,11.2245,yes
2147483647,CHILD,98,1,1.02041,no
225216890,WOMEN,37,1,2.7027,no
122426907,HEALTH,85,7,8.23529,yes
2147483647,OLD,100,10,10,yes
2147483647,animals,100,15,15,yes
2147483647,OLD,98,6,6.12245,no
1434957780,OLD,98,1,1.02041,no
2147483647,CHILD,78,1,1.28205,no
1524264650,WOMEN,83,1,1.20482,no
2147483647,WOMEN,3,1,33.3333,yes
57987656,WOMEN,100,7,7,no
2147483647,OLD,200,1,0.5,no
392305600,OLD,99,2,2.0202,no
2147483647,animals,189,8,4.2328,no
2147483647,WOMEN,189,12,6.34921,no
80648350,OLD,100,4,4,no
156121907,WOMEN,94,11,11.7021,yes
2147483647,WOMEN,89,7,7.86517,no
2147483647,WOMEN,100,9,9,no
365499673,OLD,95,1,1.05263,no
243304449,OLD,90,9,10,yes
75087004,OLD,194,14,7.2165,no
2147483647,OLD,97,5,5.15464,no
116765529,OLD,88,6,6.81818,no
234979485,animals,196,10,5.10204,no
2147483647,HEALTH,99,3,3.0303,no
1333402975,animals,97,7,7.2165,no
2147483647,OLD,53,6,11.3208,yes
300146158,HEALTH,100,9,9,yes
2147483647,OLD,98,2,2.04082,no
2147483647,animals,70,6,8.57143,no
328440716,animals,92,6,6.52174,no
2147483647,WOMEN,96,11,11.4583,yes
2147483647,CHILD,100,8,8,no
2147483647,OLD,100,9,9,yes
69241283,OLD,100,15,15,yes
99801694,WOMEN,76,6,7.89474,no
298882050,WOMEN,96,3,3.125,no
2147483647,WOMEN,86,7,8.13953,no
456317931,WOMEN,95,9,9.47368,yes
536526167,animals,100,6,6,no
28785177,WOMEN,67,5,7.46269,no
2147483647,animals,98,2,2.04082,no
1265204137,WOMEN,92,6,6.52174,no
2147483647,OLD,98,15,15.3061,yes
2147483647,OLD,51,6,11.7647,yes
2147483647,WOMEN,100,7,7,no
2147483647,CHILD,100,9,9,no
1497030926,OLD,97,3,3.09278,no
2147483647,animals,255,8,3.13725,no
2147483647,OLD,255,4,1.56863,no
2147483647,OLD,95,9,9.47368,yes
19918228,CHILD,92,12,13.0435,yes
1524454790,WOMEN,61,4,6.55738,no
23869015,WOMEN,46,3,6.52174,no
2147483647,WOMEN,100,7,7,no
123089479,WOMEN,83,8,9.63855,yes
1034225298,OLD,100,9,9,yes
2147483647,OLD,100,3,3,no
2147483647,WOMEN,92,2,2.17391,no
2147483647,OLD,85,6,7.05882,no
56747481,OLD,99,4,4.0404,no
895625785,animals,66,12,18.1818,yes
12009552,CHILD,84,8,9.52381,yes
353835181,OLD,86,2,2.32558,no
194415457,OLD,100,11,11,yes
1339440972,OLD,38,2,5.26316,no
19858508,OLD,85,2,2.35294,no
42274578,OLD,76,6,7.89474,yes
2147483647,WOMEN,100,8,8,no
293615510,WOMEN,100,32,32,yes
2147483647,animals,98,3,3.06122,no
2147483647,WOMEN,100,4,4,no
2147483647,animals,88,1,1.13636,no
34723595,animals,79,5,6.32911,no
568143078,OLD,59,9,15.2542,yes
2147483647,OLD,77,7,9.09091,yes
41288887,OLD,69,4,5.7971,no
1731925675,animals,75,5,6.66667,no
1118248122,animals,84,5,5.95238,no
345737190,animals,85,6,7.05882,no
27856491,WOMEN,62,3,4.83871,no
2147483647,OLD,100,9,9,yes
2147483647,WOMEN,89,3,3.37079,no
2147483647,OLD,61,1,1.63934,no
583264055,OLD,90,6,6.66667,no
147648660,OLD,92,7,7.6087,no
2147483647,WOMEN,100,4,4,no
70862422,animals,89,10,11.236,yes
2147483647,animals,273,45,16.4835,yes
2147483647,animals,90,12,13.3333,yes
2147483647,OLD,100,3,3,no
334086160,WOMEN,92,6,6.52174,no
142623287,WOMEN,92,5,5.43478,no
228826153,animals,63,4,6.34921,no
993190820,WOMEN,95,14,14.7368,yes
875138426,OLD,93,8,8.60215,yes
97168944,WOMEN,92,9,9.78261,yes
2147483647,WOMEN,90,12,13.3333,yes
870704972,OLD,90,7,7.77778,no
239555475,OLD,93,12,12.9032,yes
2147483647,WOMEN,86,6,6.97674,no
1394283270,OLD,88,4,4.54545,no
2147483647,animals,10,1,10,yes
2147483647,OLD,96,3,3.125,no
2147483647,HEALTH,99,1,1.0101,no
2147483647,OLD,88,1,1.13636,no
1421060046,OLD,98,2,2.04082,no
716180137,OLD,67,2,2.98507,no
2147483647,WOMEN,84,3,3.57143,no
2147483647,OLD,77,5,6.49351,no
2147483647,OLD,65,3,4.61538,no
1217285850,WOMEN,63,5,7.93651,no
633082002,WOMEN,78,6,7.69231,no
27058129,OLD,70,2,2.85714,no
2147483647,WOMEN,100,2,2,no
2147483647,WOMEN,100,2,2,no
2147483647,animals,99,5,5.05051,no
2147483647,WOMEN,100,5,5,no
2147483647,OLD,192,4,2.08333,no
63192711,OLD,100,13,13,yes
2147483647,animals,184,32,17.3913,yes
2147483647,animals,57,2,3.50877,no
419832575,OLD,90,2,2.22222,no
213436654,OLD,49,5,10.2041,yes
2147483647,OLD,81,9,11.1111,yes
51200597,OLD,100,4,4,no
57016299,OLD,81,3,3.7037,no
2147483647,WOMEN,100,14,14,yes
2147483647,OLD,97,2,2.06186,no
425412636,OLD,94,6,6.38298,no
2147483647,animals,34,8,23.5294,yes
101987601,CHILD,91,11,12.0879,yes
372913299,OLD,74,2,2.7027,no
2147483647,OLD,100,10,10,yes
463447797,HEALTH,100,3,3,no
231960951,CHILD,78,1,1.28205,no
134663651,WOMEN,97,6,6.18557,no
2147483647,OLD,91,6,6.59341,no
571079515,HEALTH,100,8,8,yes
2147483647,WOMEN,100,16,16,yes
2147483647,WOMEN,99,9,9.09091,no
26003653,WOMEN,90,5,5.55556,no
2147483647,OLD,45,9,20,yes
1093793701,OLD,89,4,4.49438,no
2147483647,WOMEN,89,8,8.98876,no
1711986302,OLD,97,6,6.18557,no
2147483647,animals,99,5,5.05051,no
2147483647,animals,47,21,44.6809,yes
843761834,animals,94,3,3.19149,no
976598881,animals,100,3,3,no
24586510,animals,83,11,13.253,yes
2147483647,OLD,94,4,4.25532,no
2147483647,OLD,23,4,17.3913,yes
470759161,OLD,90,8,8.88889,yes
2147483647,animals,25,1,4,no
2147483647,animals,99,7,7.07071,no
